listing_key,oof_prob,credit_score_computed
203820,0.111369,547
159249,0.079417,558
453786,0.119241,545
185782,0.087314,555
243662,0.11066,547
134158,0.03613,582
423323,0.146975,538
259272,0.033048,585
451462,0.060275,566
361071,0.018738,601
264425,0.181621,531
138970,0.057278,568
386673,0.023154,595
454340,0.06138,566
454202,0.045753,575
199563,0.061777,566
325126,0.052491,571
434076,0.033563,584
309590,0.050157,572
291322,0.045433,575
265376,0.196832,528
291666,0.137361,540
363889,0.084664,556
424143,0.016498,605
141501,0.097888,551
421689,0.060241,566
208163,0.051679,571
112945,0.064351,564
280871,0.155081,536
204718,0.049566,572
284435,0.048694,573
398287,0.079509,558
389410,0.080914,557
329586,0.090298,554
419430,0.135585,541
432973,0.032677,585
285537,0.079024,558
426294,0.225637,523
128849,0.095776,552
198230,0.17454,532
211114,0.104678,549
302849,0.060061,566
262053,0.060631,566
220364,0.126358,543
120216,0.144418,538
447033,0.04728,574
177582,0.070926,561
394205,0.082702,557
425505,0.059173,567
447174,0.043317,576
380313,0.106968,548
152616,0.029663,588
299090,0.058358,567
386752,0.072038,561
341046,0.039852,579
133368,0.016292,605
232181,0.034037,584
311574,0.037709,581
380755,0.121042,544
369818,0.078037,558
207733,0.124111,544
328314,0.037513,581
382443,0.069484,562
408787,0.070022,562
353334,0.044024,576
234905,0.221827,523
336078,0.102435,550
260005,0.108507,548
438670,0.025238,593
212798,0.046281,574
222136,0.103932,549
126527,0.074405,560
362201,0.039821,579
372069,0.054348,570
207401,0.032418,585
119285,0.075928,559
161808,0.044516,576
436257,0.039441,579
236196,0.058049,568
102644,0.077249,559
240792,0.160242,535
129477,0.052532,571
337213,0.077566,559
250801,0.026115,592
404232,0.064444,564
267761,0.030779,587
380224,0.045303,575
125279,0.088503,554
368947,0.038395,580
272529,0.165083,534
214163,0.246912,519
217254,0.068938,562
175564,0.058868,567
221022,0.084361,556
257540,0.064842,564
171784,0.101393,550
337195,0.151437,537
159559,0.048421,573
247678,0.071211,561
276480,0.082324,557
208884,0.032589,585
156580,0.071446,561
396522,0.047997,573
221612,0.073143,560
243117,0.045495,575
252831,0.030108,587
192823,0.06356,565
163149,0.06025,566
404897,0.142781,539
140558,0.109837,547
164221,0.091164,553
370374,0.056476,568
104762,0.111502,547
361733,0.072017,561
221306,0.164549,534
109716,0.098713,551
179104,0.072619,561
314464,0.030132,587
367387,0.031926,586
428459,0.064448,564
396554,0.115523,546
419854,0.05435,570
244037,0.059809,567
123138,0.215595,524
374174,0.038847,580
427233,0.043113,577
377504,0.085139,556
247338,0.076627,559
396316,0.043382,576
289661,0.023323,595
350469,0.135693,541
395193,0.109518,548
219689,0.018585,602
106112,0.03456,583
199317,0.038467,580
153709,0.136905,540
170974,0.078484,558
318222,0.041724,578
394517,0.030933,587
168426,0.115988,546
307376,0.093398,553
263472,0.192824,528
197069,0.105378,549
280712,0.086417,555
297856,0.080875,557
216709,0.087939,555
183753,0.044462,576
431078,0.066692,563
185322,0.064734,564
419329,0.078221,558
110270,0.084837,556
408342,0.077371,559
193364,0.028047,589
273279,0.0526,571
370688,0.043195,577
450779,0.053935,570
294438,0.143782,539
313163,0.236492,521
415420,0.085587,555
262143,0.049613,572
446982,0.03854,580
254180,0.060386,566
143358,0.05663,568
255496,0.078244,558
218915,0.228289,522
310434,0.050855,572
127017,0.102852,550
243746,0.121972,544
293577,0.083839,556
319513,0.11151,547
364686,0.058136,567
157267,0.100533,550
193742,0.098929,551
178635,0.086368,555
442398,0.095945,552
436374,0.151683,537
445324,0.09422,552
166225,0.047331,574
123533,0.094901,552
424876,0.042015,577
316813,0.035825,582
178554,0.069516,562
244439,0.046277,574
174245,0.082464,557
262255,0.036992,581
437866,0.06861,562
344177,0.040091,579
356764,0.076412,559
327146,0.064845,564
327992,0.073741,560
369746,0.06826,563
195783,0.11892,545
154179,0.041507,578
307656,0.09866,551
415584,0.094565,552
167752,0.147462,538
249489,0.08201,557
253647,0.04425,576
409937,0.062354,565
164719,0.036455,582
370345,0.024768,593
263257,0.043359,576
184556,0.053599,570
144124,0.12786,543
368734,0.127385,543
354520,0.033632,584
259980,0.056536,568
139118,0.119206,545
122380,0.066147,564
280898,0.129785,542
193858,0.055768,569
241093,0.052463,571
330227,0.07144,561
343359,0.18513,530
247666,0.063049,565
357311,0.063465,565
438917,0.056077,569
219430,0.16942,533
131813,0.054095,570
435224,0.042508,577
221861,0.091184,553
139654,0.044221,576
215025,0.129383,542
157485,0.081623,557
263420,0.089627,554
387475,0.074033,560
366141,0.07621,559
122547,0.131864,542
317481,0.271231,516
193788,0.04208,577
218363,0.123521,544
454302,0.073519,560
384516,0.194117,528
106230,0.072209,561
327645,0.06164,566
237293,0.236045,521
137160,0.160776,535
285693,0.1015,550
162208,0.070247,562
111867,0.067146,563
420934,0.028626,589
315618,0.044777,575
168266,0.019105,601
168483,0.032796,585
191341,0.074285,560
398719,0.043481,576
147734,0.071089,561
244000,0.040453,578
337738,0.133075,541
262137,0.099139,551
282519,0.073274,560
210096,0.113574,546
418416,0.08844,554
178431,0.061662,566
453254,0.051256,571
440388,0.079326,558
187544,0.03169,586
299100,0.066492,563
273779,0.034003,584
151890,0.053363,570
231197,0.034509,583
111576,0.052686,570
265614,0.112702,547
171525,0.068449,562
188073,0.144464,538
240914,0.144386,538
255707,0.081547,557
388290,0.046516,574
149982,0.10164,550
351782,0.10677,548
336234,0.09825,551
129624,0.128194,542
293179,0.106869,548
224303,0.120474,544
283810,0.09006,554
287045,0.069975,562
423450,0.067076,563
455590,0.050831,572
202393,0.132005,541
255735,0.051185,571
322302,0.064515,564
216781,0.069291,562
299124,0.060224,566
406523,0.052443,571
342724,0.113447,546
339598,0.044753,575
155856,0.052058,571
427253,0.048561,573
423985,0.122534,544
288782,0.095094,552
101677,0.029913,588
373679,0.032371,585
140362,0.039181,579
326902,0.170717,533
380662,0.043175,577
325906,0.065464,564
361181,0.06363,565
172219,0.120062,545
162824,0.164337,534
217949,0.11287,547
356591,0.070031,562
348807,0.160518,535
100728,0.044915,575
356318,0.136424,540
387659,0.206134,526
191734,0.307378,511
258971,0.117037,545
190845,0.234399,521
439173,0.075023,560
201278,0.21802,524
108463,0.108164,548
161801,0.027429,590
257752,0.095336,552
151296,0.04424,576
356961,0.199753,527
423423,0.052258,571
320930,0.040161,579
447476,0.047299,574
366066,0.045901,575
304784,0.097425,551
302289,0.11279,547
225252,0.051534,571
397478,0.055202,569
286928,0.062492,565
362478,0.156505,536
362538,0.109516,548
252030,0.145502,538
319691,0.028115,589
336379,0.104908,549
420558,0.1232,544
305102,0.174715,532
215313,0.146159,538
424458,0.060924,566
149518,0.150215,537
422279,0.083986,556
127324,0.180752,531
421495,0.091515,553
440647,0.120372,545
148958,0.160791,535
266992,0.198015,527
443538,0.038238,580
445506,0.110341,547
107486,0.036476,582
203464,0.064817,564
331478,0.079689,558
343812,0.067368,563
323362,0.034093,584
369970,0.057454,568
320859,0.097338,551
136145,0.115877,546
249600,0.043115,577
414283,0.070211,562
156575,0.034362,583
280495,0.10047,550
417709,0.058718,567
394895,0.223948,523
347717,0.050824,572
441237,0.044212,576
279328,0.127906,543
342775,0.085738,555
203357,0.082889,556
395470,0.031113,586
228084,0.037222,581
401148,0.066033,564
242980,0.08103,557
278996,0.084624,556
179003,0.033684,584
428539,0.101807,550
192272,0.028498,589
267704,0.046401,574
363289,0.037876,580
406473,0.161631,535
367303,0.045495,575
296980,0.030777,587
446075,0.054268,570
232057,0.035312,583
409947,0.051697,571
141498,0.07958,558
450842,0.079243,558
337383,0.109654,548
194294,0.092539,553
401778,0.132836,541
172487,0.117528,545
109543,0.110447,547
231951,0.103204,550
452654,0.086718,555
154876,0.135753,541
108154,0.04541,575
455786,0.246593,519
420414,0.152628,537
186512,0.016595,605
309086,0.132172,541
340582,0.071494,561
247225,0.124284,543
454670,0.094539,552
119722,0.048872,573
158250,0.055523,569
394296,0.079805,558
214066,0.145866,538
275506,0.051599,571
194234,0.075102,560
352930,0.042001,577
450879,0.062406,565
235569,0.164104,534
314333,0.04451,576
245267,0.095083,552
455584,0.047845,573
361558,0.052312,571
192694,0.052852,570
283448,0.026771,591
349762,0.109715,548
217908,0.062934,565
235064,0.03977,579
174718,0.076979,559
226328,0.080143,558
221540,0.118241,545
109774,0.053208,570
125581,0.095817,552
451541,0.121051,544
210353,0.082217,557
382910,0.120886,544
199687,0.050645,572
244126,0.104086,549
115491,0.057988,568
309712,0.092852,553
389847,0.071176,561
421393,0.081059,557
397886,0.121991,544
411439,0.099698,551
118903,0.028686,589
446792,0.112673,547
274631,0.031441,586
171746,0.035705,582
441873,0.032808,585
161360,0.058345,567
249007,0.058242,567
214754,0.068219,563
200990,0.052745,570
409570,0.07373,560
268655,0.091716,553
135296,0.019487,600
308948,0.048674,573
233751,0.123666,544
142525,0.114925,546
397125,0.042007,577
297112,0.07277,561
271761,0.031983,586
438815,0.022463,596
330224,0.070558,562
363571,0.070423,562
380866,0.08363,556
307688,0.1721,532
311464,0.143744,539
444208,0.0388,580
327098,0.057844,568
134651,0.080641,557
331921,0.058091,568
262223,0.054802,569
408310,0.09143,553
456154,0.099083,551
368310,0.068336,563
305544,0.104259,549
421457,0.026037,592
365593,0.038197,580
359110,0.065845,564
367869,0.013648,611
397134,0.091511,553
409122,0.128295,542
310446,0.073826,560
443809,0.095195,552
263283,0.161104,535
108350,0.13824,540
194756,0.151645,537
285860,0.111088,547
241600,0.022512,596
304847,0.098773,551
368052,0.107489,548
342105,0.070201,562
103149,0.117353,545
104266,0.068692,562
424696,0.111193,547
277831,0.046707,574
391725,0.098186,551
417713,0.06901,562
384309,0.073948,560
167133,0.134711,541
448478,0.137519,540
413624,0.078166,558
122954,0.087558,555
368985,0.076337,559
301256,0.133501,541
252999,0.041667,578
249788,0.122331,544
173105,0.08836,554
440539,0.081014,557
409824,0.022779,596
288491,0.150239,537
201066,0.035929,582
209804,0.072782,561
152311,0.22623,523
430823,0.055422,569
165623,0.065527,564
221864,0.091822,553
369536,0.111658,547
193339,0.132739,541
184822,0.080281,557
296584,0.112538,547
287927,0.054991,569
323029,0.23848,521
389995,0.115678,546
419588,0.037581,581
216137,0.146781,538
367451,0.020717,598
232850,0.068086,563
112314,0.183413,530
177593,0.071855,561
148894,0.04744,574
438569,0.038507,580
453868,0.02215,596
221385,0.183013,530
291791,0.033188,584
389982,0.137501,540
218127,0.149635,537
111239,0.014899,608
173322,0.098764,551
208316,0.048618,573
423971,0.031107,586
148690,0.126548,543
353316,0.072484,561
217063,0.067748,563
127079,0.152213,537
231547,0.087761,555
332635,0.082936,556
383947,0.183472,530
194833,0.05255,571
139478,0.159038,535
157099,0.129123,542
159998,0.051276,571
134483,0.070707,561
262799,0.094042,552
150953,0.100222,550
277760,0.11797,545
256449,0.049881,572
152421,0.005226,639
394290,0.065325,564
346642,0.255081,518
240164,0.046066,575
192328,0.027277,590
256129,0.042538,577
315805,0.020819,598
130484,0.110334,547
213590,0.0656,564
223307,0.109171,548
293980,0.05781,568
181592,0.026169,591
327922,0.143553,539
175021,0.093589,553
163105,0.098857,551
255889,0.101169,550
398585,0.018608,602
416918,0.080412,557
283157,0.064375,564
293195,0.048738,573
152914,0.054496,569
208858,0.032849,585
428055,0.052774,570
241075,0.063473,565
398053,0.127442,543
192541,0.087708,555
358199,0.052625,571
272420,0.046603,574
260354,0.067636,563
389555,0.302758,511
410814,0.202111,527
290431,0.026305,591
250507,0.128197,542
225653,0.053837,570
287037,0.044113,576
268327,0.174061,532
104965,0.029878,588
342740,0.079028,558
235476,0.014784,608
393028,0.104796,549
282738,0.0841,556
191774,0.054411,570
330150,0.040049,579
231042,0.078464,558
339561,0.067081,563
187538,0.077982,558
280367,0.116233,546
333468,0.046129,575
437142,0.017424,603
183513,0.06567,564
219730,0.100624,550
182703,0.033126,584
148972,0.029506,588
250534,0.038725,580
296439,0.052187,571
163530,0.201912,527
269439,0.103432,549
444188,0.047969,573
397979,0.047833,573
347285,0.082854,556
134252,0.136165,540
394792,0.056913,568
456004,0.072323,561
435880,0.113583,546
325775,0.060072,566
155306,0.068719,562
225420,0.05477,569
193565,0.077813,558
213016,0.074785,560
218666,0.02524,593
101681,0.06205,565
260398,0.008742,624
298943,0.043745,576
251082,0.190752,529
371832,0.098298,551
333420,0.080194,558
268598,0.056969,568
455558,0.112564,547
407987,0.206194,526
198262,0.092052,553
202870,0.04292,577
183351,0.038874,580
399524,0.116756,546
319195,0.044567,576
384431,0.136349,540
110960,0.080793,557
171211,0.183295,530
237015,0.034696,583
198541,0.064785,564
383769,0.11701,545
445719,0.013578,611
125992,0.083652,556
381342,0.104939,549
236708,0.039214,579
196159,0.248572,519
362798,0.057143,568
195058,0.059893,567
441670,0.052934,570
397347,0.056595,568
109271,0.075818,559
156519,0.07862,558
115075,0.044926,575
367157,0.070689,561
155334,0.042324,577
107591,0.068979,562
316203,0.128785,542
395934,0.103301,549
389910,0.039811,579
281975,0.048703,573
154627,0.063784,565
145465,0.054977,569
285676,0.040475,578
418418,0.094627,552
269657,0.071769,561
257509,0.03897,580
250741,0.03575,582
185419,0.151968,537
250200,0.051097,571
351903,0.245141,520
183136,0.067171,563
204647,0.108062,548
343240,0.118451,545
147885,0.059092,567
406874,0.092292,553
445520,0.114063,546
137720,0.127675,543
303084,0.056181,569
246498,0.033782,584
279253,0.036254,582
315197,0.114059,546
375337,0.107646,548
445071,0.036986,581
306280,0.113922,546
124578,0.073605,560
413879,0.074583,560
346070,0.040448,578
220662,0.040447,578
236261,0.091587,553
424909,0.060984,566
369108,0.11126,547
208220,0.165518,534
134067,0.14514,538
342910,0.074333,560
398909,0.049825,572
195884,0.138658,540
151421,0.154386,536
337167,0.151118,537
204881,0.083968,556
401549,0.088072,555
407727,0.045812,575
368058,0.109918,547
273430,0.107807,548
169770,0.059406,567
255469,0.081689,557
343807,0.061049,566
215062,0.091262,553
376079,0.145582,538
430516,0.080599,557
352005,0.040374,579
159959,0.025478,592
207403,0.095347,552
397951,0.082418,557
452661,0.046092,575
269335,0.046428,574
299381,0.094142,552
377333,0.081966,557
331755,0.05122,571
175694,0.013075,612
244824,0.117016,545
130501,0.07724,559
375905,0.136559,540
236521,0.105535,549
270021,0.054706,569
328808,0.080887,557
453036,0.128755,542
372682,0.047274,574
250746,0.086984,555
339379,0.065303,564
336045,0.043767,576
154583,0.050057,572
163679,0.035228,583
266035,0.071956,561
410172,0.117057,545
349999,0.082167,557
323459,0.12038,545
262498,0.125502,543
298624,0.103726,549
175506,0.042868,577
108275,0.03299,585
388167,0.096422,552
433140,0.025989,592
213563,0.117388,545
335435,0.058829,567
146210,0.164835,534
448291,0.063241,565
318797,0.021019,598
424200,0.039071,580
396579,0.040059,579
389279,0.037603,581
259072,0.12769,543
223599,0.132686,541
281835,0.082732,557
329953,0.167645,533
107332,0.145545,538
163984,0.087595,555
373652,0.114914,546
418319,0.093423,553
150280,0.025764,592
270959,0.048599,573
451132,0.069012,562
249827,0.050786,572
373204,0.023535,595
141691,0.078986,558
328690,0.036676,581
218922,0.015346,607
386340,0.111885,547
312912,0.151053,537
382581,0.039283,579
376626,0.061371,566
185603,0.015447,607
139731,0.211564,525
341854,0.035486,582
167855,0.106531,548
376156,0.044829,575
345633,0.035855,582
268689,0.096862,552
126380,0.113088,547
351659,0.030106,587
107199,0.053073,570
176791,0.176834,531
173087,0.047634,574
409950,0.2039,526
343120,0.097195,551
365122,0.02837,589
119672,0.037079,581
414433,0.061071,566
435857,0.195092,528
239384,0.060363,566
442114,0.12078,544
308508,0.053908,570
450830,0.022512,596
339191,0.021864,597
450939,0.0746,560
325633,0.170742,533
124204,0.0573,568
444180,0.031915,586
340466,0.063247,565
134148,0.043897,576
126620,0.096542,552
449025,0.185958,530
309057,0.018853,601
375888,0.035414,582
226800,0.04083,578
323785,0.074178,560
276554,0.106933,548
107952,0.106627,548
279485,0.115476,546
280004,0.183969,530
313449,0.073393,560
368280,0.092514,553
333423,0.08408,556
434396,0.024819,593
377308,0.014846,608
412097,0.043644,576
130417,0.043981,576
156343,0.056686,568
201147,0.04041,579
450357,0.173887,532
331409,0.095763,552
401637,0.063521,565
222252,0.144531,538
390806,0.225214,523
215073,0.042564,577
354753,0.046457,574
121524,0.15031,537
361439,0.055005,569
240432,0.043745,576
131085,0.07646,559
347785,0.092906,553
357296,0.09421,552
155159,0.088296,554
427935,0.025035,593
272908,0.169753,533
199430,0.079705,558
320123,0.075908,559
253625,0.083304,556
440437,0.076331,559
420149,0.10104,550
269011,0.141451,539
198022,0.059056,567
212371,0.049635,572
146087,0.044487,576
368767,0.034025,584
255105,0.070633,561
416031,0.070862,561
307834,0.081012,557
308978,0.057506,568
444259,0.062983,565
342604,0.087285,555
452207,0.17032,533
389244,0.16397,534
439726,0.028782,589
247416,0.055496,569
260125,0.077624,559
226393,0.043538,576
216159,0.10356,549
288028,0.082142,557
271829,0.04414,576
126130,0.018535,602
126411,0.037736,581
424744,0.152559,537
215974,0.081609,557
383117,0.114996,546
283349,0.030199,587
108315,0.071523,561
100215,0.047893,573
114793,0.053805,570
245877,0.035865,582
340558,0.032199,585
240941,0.103742,549
135133,0.052132,571
239325,0.170125,533
254195,0.031066,586
400806,0.025447,592
264665,0.062396,565
241485,0.123746,544
321213,0.052829,570
350111,0.099372,551
296028,0.083558,556
157559,0.13577,541
285648,0.061362,566
386037,0.153789,536
425117,0.214077,525
310029,0.128074,542
222718,0.07306,560
117946,0.086909,555
160818,0.121959,544
261362,0.077364,559
349316,0.220843,524
311567,0.030591,587
173506,0.164963,534
410233,0.075412,559
434740,0.020431,599
199227,0.065986,564
454537,0.084107,556
147880,0.098004,551
193505,0.052661,571
294669,0.094216,552
435000,0.118011,545
265440,0.121255,544
117950,0.106061,549
127653,0.034427,583
346949,0.09736,551
359839,0.074916,560
303587,0.117491,545
342278,0.093862,553
162757,0.033982,584
365352,0.023585,595
243858,0.030642,587
285324,0.179753,531
437914,0.145235,538
165705,0.179398,531
328209,0.027705,590
209703,0.066479,563
117074,0.125126,543
344447,0.026845,591
296388,0.07835,558
248610,0.042394,577
389290,0.116262,546
195656,0.06494,564
278951,0.140037,539
384537,0.055951,569
223348,0.036143,582
164560,0.033668,584
145296,0.095125,552
208277,0.127244,543
157684,0.134485,541
427597,0.053906,570
279241,0.150718,537
290559,0.059797,567
333221,0.081383,557
161062,0.151479,537
448105,0.05261,571
358980,0.031124,586
360546,0.103356,549
118684,0.253744,518
199651,0.038542,580
212040,0.137176,540
340729,0.093298,553
410480,0.044399,576
127860,0.0823,557
379697,0.034959,583
134878,0.091959,553
194388,0.043895,576
137678,0.063152,565
177058,0.103596,549
177716,0.070073,562
420591,0.176272,532
419924,0.178681,531
159476,0.049896,572
341191,0.096033,552
256883,0.142463,539
410318,0.048413,573
428641,0.060343,566
454139,0.029541,588
389906,0.033441,584
299375,0.21218,525
390308,0.059462,567
184112,0.032083,585
400506,0.028963,588
216849,0.146022,538
368755,0.066195,563
363913,0.130082,542
292926,0.051003,571
371897,0.027107,590
400612,0.113611,546
174984,0.058244,567
136283,0.139799,540
317927,0.109815,548
101052,0.072134,561
377585,0.042924,577
229840,0.051537,571
277230,0.03797,580
117729,0.147411,538
198144,0.061711,566
323594,0.083308,556
180179,0.136368,540
173604,0.094447,552
227547,0.081721,557
453146,0.120223,545
393662,0.127913,543
257111,0.054896,569
190018,0.076752,559
429932,0.059239,567
102845,0.056901,568
418644,0.023454,595
201430,0.093283,553
413913,0.031248,586
387459,0.126422,543
306494,0.056656,568
107117,0.197318,528
132971,0.146917,538
436623,0.081197,557
204093,0.124321,543
255022,0.088004,555
317559,0.151179,537
260793,0.022167,596
231424,0.072743,561
311046,0.120095,545
403428,0.117475,545
299921,0.07136,561
364799,0.125056,543
151029,0.051367,571
228266,0.09503,552
340383,0.055915,569
222275,0.219423,524
276441,0.08789,555
162204,0.064641,564
368716,0.126135,543
187183,0.092214,553
263146,0.104612,549
289203,0.037557,581
117038,0.075455,559
118919,0.089615,554
348290,0.074061,560
133443,0.016523,605
113843,0.055804,569
426435,0.103727,549
397192,0.103104,550
265145,0.034842,583
152668,0.076695,559
135289,0.077498,559
239053,0.047957,573
159509,0.096846,552
180240,0.073796,560
215127,0.026066,592
116848,0.038707,580
195218,0.024931,593
236306,0.100296,550
146879,0.076373,559
107795,0.129928,542
243080,0.065562,564
311321,0.159481,535
223026,0.050032,572
181935,0.171375,533
390438,0.146139,538
132147,0.080536,557
341857,0.096019,552
182659,0.088295,554
220666,0.21776,524
209784,0.089428,554
331836,0.098687,551
249632,0.034733,583
110483,0.039672,579
226399,0.036841,581
329683,0.090531,554
308561,0.127602,543
294945,0.035525,582
443273,0.111952,547
258396,0.094061,552
311511,0.126393,543
250993,0.08202,557
242927,0.054185,570
346867,0.06237,565
108759,0.146339,538
383521,0.090941,554
246731,0.03241,585
452826,0.09326,553
216243,0.064056,565
212271,0.097656,551
321616,0.075656,559
101382,0.152536,537
185509,0.221752,523
227181,0.048925,573
376615,0.024888,593
189408,0.194995,528
114650,0.075524,559
103123,0.228295,522
204637,0.033479,584
216853,0.089053,554
123137,0.162582,534
331402,0.011575,615
171086,0.030178,587
101938,0.180095,531
108849,0.069681,562
214176,0.131615,542
295206,0.115052,546
147729,0.120298,545
363109,0.025525,592
219415,0.047664,574
437664,0.10763,548
242947,0.080235,558
184310,0.086111,555
308081,0.032262,585
311817,0.241127,520
129617,0.09752,551
176296,0.101324,550
350486,0.045809,575
241558,0.109784,548
263601,0.023526,595
317796,0.04815,573
404494,0.016113,606
406166,0.01668,605
358698,0.111931,547
316678,0.058581,567
393424,0.061446,566
225276,0.064529,564
269025,0.086547,555
121602,0.103831,549
188911,0.024864,593
327084,0.147437,538
299143,0.059594,567
242131,0.107873,548
431938,0.052763,570
218253,0.007837,627
288356,0.095285,552
210974,0.048633,573
427339,0.154561,536
233073,0.125049,543
245066,0.032907,585
117405,0.087467,555
122432,0.038058,580
449954,0.025288,592
301270,0.142542,539
332890,0.067108,563
343966,0.044061,576
230355,0.012067,614
293516,0.034151,584
448596,0.034882,583
201303,0.040271,579
311871,0.042487,577
246220,0.116907,545
342557,0.104663,549
190615,0.118103,545
331805,0.083629,556
344582,0.025532,592
170232,0.051726,571
404826,0.081566,557
326828,0.196319,528
277472,0.059057,567
351444,0.135302,541
262503,0.023183,595
236262,0.075173,560
296436,0.047868,573
303700,0.040092,579
390943,0.127715,543
126216,0.09015,554
408735,0.115064,546
438791,0.033389,584
426508,0.057875,568
430842,0.047822,573
374829,0.033894,584
214699,0.075666,559
438136,0.123136,544
242784,0.067241,563
224776,0.264959,517
384682,0.113557,546
313666,0.084774,556
346276,0.019207,601
332417,0.043601,576
241531,0.033271,584
357132,0.042238,577
209456,0.008651,624
345921,0.035898,582
392512,0.039431,579
230197,0.167363,533
456079,0.026272,591
141062,0.083989,556
262906,0.099756,551
432323,0.106309,549
233683,0.091525,553
162863,0.088743,554
212529,0.106934,548
335875,0.062112,565
300161,0.085761,555
430400,0.037458,581
202957,0.063102,565
210995,0.13074,542
268644,0.076403,559
209697,0.052889,570
376833,0.044277,576
276549,0.116221,546
389718,0.073112,560
243661,0.034165,584
196125,0.083545,556
411231,0.16369,534
112436,0.074037,560
368533,0.058036,568
367229,0.162264,534
167412,0.092567,553
237029,0.041694,578
392121,0.026943,591
176886,0.065916,564
439376,0.06527,564
364733,0.149008,537
294694,0.122764,544
193079,0.075071,560
435805,0.098613,551
351447,0.145137,538
373728,0.061119,566
166999,0.143506,539
333139,0.102965,550
382278,0.031239,586
237628,0.063102,565
453405,0.094672,552
158548,0.12273,544
366151,0.055905,569
223960,0.070792,561
439019,0.192365,529
243577,0.121357,544
347416,0.060687,566
313568,0.036188,582
165526,0.100051,551
377101,0.158365,535
454300,0.05013,572
250934,0.175842,532
301953,0.069301,562
329110,0.098931,551
398693,0.040534,578
416747,0.056112,569
266084,0.139882,540
135049,0.025752,592
141297,0.021337,598
293557,0.135904,540
144454,0.082231,557
148279,0.074228,560
155951,0.050469,572
361981,0.119285,545
136323,0.099198,551
140400,0.07777,558
161299,0.083135,556
311109,0.028532,589
237244,0.089337,554
149222,0.024903,593
299205,0.07666,559
444527,0.025001,593
211886,0.099617,551
279460,0.050473,572
350024,0.216854,524
156324,0.043938,576
118317,0.063851,565
452400,0.0521,571
438423,0.067111,563
312474,0.212906,525
446942,0.155644,536
370214,0.053055,570
163817,0.0329,585
178761,0.029702,588
149628,0.030942,587
321998,0.045067,575
431594,0.033794,584
297750,0.064117,564
434444,0.153847,536
408753,0.062409,565
396398,0.045576,575
138875,0.177534,531
136381,0.141131,539
142810,0.056088,569
437192,0.02597,592
400816,0.073628,560
253957,0.041816,577
282087,0.057734,568
438661,0.044877,575
381070,0.034614,583
264263,0.118771,545
250989,0.044174,576
386344,0.050731,572
266077,0.129003,542
137353,0.084664,556
327658,0.093161,553
397571,0.081483,557
362276,0.147154,538
390993,0.140992,539
131555,0.093502,553
148243,0.14952,537
277178,0.209764,525
368452,0.073514,560
193170,0.131356,542
329429,0.216829,524
377157,0.130789,542
156347,0.055818,569
304203,0.046372,574
207568,0.043072,577
379149,0.116283,546
182424,0.139286,540
373707,0.101795,550
334149,0.037649,581
341295,0.149988,537
188179,0.046156,575
267814,0.072321,561
248132,0.079578,558
273049,0.088821,554
282650,0.071365,561
289449,0.091585,553
331341,0.095948,552
266685,0.084825,556
450106,0.117298,545
107724,0.077319,559
370585,0.030753,587
216598,0.076408,559
247986,0.177532,531
125404,0.077545,559
181686,0.079235,558
373977,0.023556,595
454344,0.092272,553
127060,0.086903,555
101679,0.18927,529
348909,0.047307,574
268967,0.122168,544
193183,0.115697,546
143771,0.053173,570
273882,0.033998,584
121681,0.043807,576
401848,0.052739,570
258314,0.032147,585
120321,0.175491,532
337666,0.024649,593
443980,0.0211,598
135515,0.115882,546
309801,0.022131,596
418904,0.0563,568
354359,0.039015,580
312452,0.228053,522
410120,0.081187,557
245539,0.101993,550
314445,0.032529,585
185379,0.081835,557
275021,0.041669,578
376069,0.013691,611
166625,0.101683,550
129263,0.037414,581
246293,0.091235,553
380577,0.03367,584
381835,0.033429,584
294081,0.044826,575
108936,0.133439,541
187063,0.069717,562
122727,0.175237,532
131023,0.056943,568
318970,0.171339,533
121965,0.022176,596
166094,0.151616,537
268981,0.097942,551
313994,0.161921,535
167604,0.078856,558
146725,0.089727,554
335261,0.080622,557
102806,0.079473,558
215097,0.051475,571
262063,0.038306,580
230376,0.096184,552
414993,0.097946,551
258203,0.146438,538
185293,0.063655,565
110811,0.023671,594
126994,0.203411,527
383485,0.085951,555
371179,0.105566,549
190842,0.033885,584
329009,0.08944,554
364256,0.053545,570
278238,0.343459,506
139582,0.067382,563
285751,0.099755,551
415616,0.077163,559
274314,0.142717,539
371128,0.062438,565
216664,0.134342,541
318241,0.029464,588
375151,0.054488,569
433685,0.035552,582
301017,0.077685,559
241514,0.015897,606
291372,0.069019,562
152300,0.122519,544
379972,0.113078,547
369784,0.182789,530
194224,0.0606,566
309779,0.011356,616
271371,0.027152,590
193140,0.107285,548
342161,0.055508,569
408105,0.050052,572
265423,0.057923,568
203815,0.017982,603
270709,0.055851,569
267995,0.117469,545
157641,0.032688,585
315510,0.040062,579
350100,0.048898,573
228626,0.05797,568
107994,0.032258,585
273870,0.072713,561
289341,0.069376,562
185996,0.048261,573
269862,0.101169,550
325061,0.055433,569
252433,0.175188,532
237153,0.036892,581
440347,0.093833,553
303724,0.121285,544
120023,0.044647,576
454944,0.138084,540
442644,0.192933,528
183465,0.067929,563
275956,0.053087,570
345852,0.067846,563
254495,0.041563,578
105171,0.082796,557
373016,0.121924,544
288010,0.048294,573
112522,0.056206,569
312035,0.063944,565
282283,0.050422,572
404728,0.087097,555
